24.169174,39.159607,11.64114,10.063344,2.5054667,1.4793879,8.318129,2.8777912,4.64289,21.117796,152.2888,11.44027,5.45792,162.94395,7.1635075,20.0
23.526594,39.561222,13.291591,10.495407,2.6166854,2.2795527,8.480811,2.9587343,4.451257,21.758165,150.54646,10.346997,7.2850094,159.46669,6.8502393,20.0
23.565336,38.193325,11.273005,10.271259,2.6588676,1.9728806,8.4984255,2.7704272,4.795837,21.066809,151.12402,11.108932,7.574008,160.54066,6.83289,20.0
23.382975,38.773987,12.645907,10.330263,2.6431096,2.1707966,8.362576,2.8463821,4.47207,20.792343,151.19556,10.401685,6.986064,159.77522,6.6140194,20.0
24.674292,38.99974,13.175016,9.969572,3.0358324,1.9135808,8.41628,2.6308658,4.021534,21.263115,150.32512,9.733561,10.983017,154.11504,6.9083595,20.0
25.331131,39.978245,15.459732,10.128912,3.0433156,1.9361862,8.536057,2.70716,3.4347463,20.432596,151.02039,8.388582,16.743774,150.01834,6.2774043,20.0
24.308424,38.84017,21.798029,10.830266,2.017444,1.5902253,8.481032,3.0305982,3.5746546,18.867567,150.73701,8.321181,24.444073,141.88283,7.2400627,20.0
24.940647,40.83339,22.92663,10.291971,1.934358,1.669067,8.199004,2.2534256,3.627741,19.237783,149.99782,8.4775305,18.530518,146.18118,6.8113146,20.0
23.718403,39.954967,19.936764,9.440068,1.6699269,1.5077353,7.4534116,1.159973,3.5866988,18.66518,149.98106,9.255237,16.422918,146.87506,7.339143,20.0
24.429428,40.283936,20.645563,9.324195,1.4591814,1.8387529,6.999554,1.2085265,3.0641017,16.516071,151.22525,8.574481,18.377062,144.98221,7.2460217,20.0
24.372885,40.502533,23.675117,9.883637,1.5369289,2.1115632,7.4545074,1.463898,3.6361392,16.445438,152.28922,8.554688,15.2564125,147.91075,6.8643003,20.0
24.169111,40.637524,22.235996,10.01554,1.6507701,1.7816525,7.3170905,1.6741292,3.1967914,16.520731,151.80669,8.073807,16.78841,145.90143,6.5768766,20.0
24.085896,39.530643,21.66265,10.188009,1.5931532,1.9712888,7.5683556,1.6279846,3.6470325,16.759605,152.16032,8.733538,16.816189,147.05118,7.115494,20.0
25.102806,40.232803,27.073284,11.257858,2.0791554,2.008112,7.9053507,2.5816638,3.9579926,17.719582,153.17377,8.855018,16.08224,152.12895,6.6864424,20.0
