15.909603,8.628994,13.304359,26.415964,144.10962,1.6604102,43.6731,116.96941,5.721256,23.934044,140.31494,5.805532,3.9802618,5.932165,4.742761,23.0
13.253359,7.357401,12.711697,23.153147,147.83516,2.1167762,39.902355,121.005516,6.1796074,20.669182,143.3653,6.2357626,4.2723184,5.6696343,4.1063643,23.0
13.260569,7.010033,13.811317,24.555548,147.77367,1.8611189,40.748554,121.06392,5.9144506,19.593517,144.62393,6.539658,3.754441,4.935148,4.073851,23.0
13.988996,7.1689935,17.274542,25.407904,146.47012,1.7498816,41.173134,120.46977,5.6653457,20.70522,143.16997,6.7675705,3.3142624,4.335494,4.544207,23.0
14.283458,6.4737067,14.183439,24.197628,147.38763,2.2047238,43.107655,118.77489,5.8903866,21.870201,142.36848,6.383488,2.6239173,4.731181,4.384116,23.0
15.339003,7.134344,14.52438,27.703693,143.34273,1.6135412,51.591522,110.27257,5.0658183,28.347282,137.09772,5.650276,2.1811254,4.838186,5.4214745,23.0
15.85861,6.4676213,14.007001,25.396214,145.97725,1.9453466,46.904682,115.15633,5.009496,25.182545,140.21352,5.7454715,1.8838428,4.342053,5.540227,23.0
12.961855,6.8748507,13.726624,27.527737,143.8195,2.7044694,45.903862,116.72198,6.136103,23.772097,140.71342,6.634013,1.2676374,5.025002,4.3530006,23.0
14.79923,6.8019257,12.121548,27.144611,142.28375,2.9744806,45.35812,114.98754,6.4985595,24.860163,138.7084,6.2706175,1.8155587,6.514964,4.4057755,23.0
14.362972,8.961438,10.705091,27.490505,140.87927,2.061855,43.857338,116.50721,5.5597186,23.360825,141.43196,5.629595,5.5896196,5.561048,4.504082,23.0
15.744144,8.763932,10.455647,25.917732,141.38,2.5291586,43.1142,116.18405,6.1498957,23.464422,139.92479,6.016164,4.55803,6.0403357,4.4583516,23.0
15.610085,9.510318,13.693446,24.013968,145.63274,3.9393744,42.633972,118.41855,6.23993,23.07775,141.29489,6.8963447,4.9050517,5.9932523,4.3456855,23.0
16.79362,9.398399,17.338768,26.43198,143.4693,2.0816627,43.843086,116.826385,5.2418466,23.068493,140.76617,6.25769,4.7153206,4.7875876,4.9607725,23.0
16.562716,7.0311856,16.778387,24.178724,147.9226,1.4002401,39.260323,122.17856,5.5574427,20.616379,143.19241,6.4048495,3.366636,4.819202,4.9403887,23.0
16.25703,7.3987722,14.604709,24.486351,148.65137,1.990999,40.093307,122.05891,5.869816,21.211054,143.4844,6.8013363,2.8313425,5.220627,5.188841,23.0
21.972107,9.936865,16.70636,23.822027,141.7184,2.2423596,42.2662,115.21659,5.4844255,23.343733,137.65074,6.6968803,3.0858576,2.8725502,6.090804,23.0
23.641731,10.165201,22.365034,25.966793,140.3884,1.8935283,46.95731,110.89966,4.920108,24.97205,135.97078,6.499234,2.5159607,2.980703,5.7975364,23.0
18.823782,8.390068,14.550379,24.084028,145.62881,2.2337623,39.50204,121.21122,6.010076,22.169273,142.54419,6.5178714,3.1897833,2.8947582,5.648836,23.0
18.76381,9.334375,15.661772,23.856499,144.08496,2.5348618,41.825527,118.29302,5.9565,24.700111,139.99583,6.2613597,4.268314,2.4874206,5.311313,23.0
18.826307,9.093711,17.850298,23.376465,144.45131,2.348143,42.28034,118.28031,5.8664484,24.966114,140.10934,6.5339274,3.656167,2.1373174,5.353957,23.0
18.228107,8.676948,17.946877,25.465006,145.08145,1.9559308,42.620415,117.88104,5.3354373,24.622393,139.40999,6.2319617,3.6542246,2.8143694,5.797547,23.0
19.38722,7.9166384,15.028166,32.12742,138.90318,1.3336942,51.01701,109.67271,4.3610625,25.061516,138.7964,5.0534244,2.3251872,1.4550216,4.350778,23.0
14.912873,5.079375,13.663321,29.486835,147.24706,1.764534,36.26014,128.14432,4.7632165,17.2579,148.64642,6.314148,1.3790001,1.4393377,5.2271056,23.0
15.595255,3.3837132,12.521735,26.674604,149.33257,1.7766422,36.069645,128.88031,5.9168897,19.364338,147.13448,7.7469687,0.5602075,3.5983286,6.4011073,23.0
15.218483,3.3357227,9.457103,25.952337,148.44441,1.5012944,37.093254,127.5105,5.8299265,20.20412,145.83784,7.97218,0.78706044,3.7340117,6.950787,23.0
15.279359,2.8838673,9.893107,24.907906,152.8729,2.7076201,32.271446,133.10468,6.8155932,18.439566,147.75401,8.52356,1.5781441,3.1198008,7.4855394,23.0
13.323143,3.5933294,9.549867,27.39757,149.97472,1.5614618,34.204067,131.42729,6.200541,18.699303,147.96936,7.701507,1.0812359,3.693573,7.2374187,23.0
12.186024,4.2393503,9.221885,26.12898,152.19739,2.2131357,30.403666,135.95135,6.521564,16.957823,149.97636,8.078486,0.6216164,4.1903906,7.025382,23.0
